1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
CKAP2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
R13146,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
R10991,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
H68297,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
HSPC150,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CENPF,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
RRM1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CCNA2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
R20345,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,4,6,4,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
FEN1,2,4,2,2,2,2,2,2,2,2,6,6,2,2,6,6,2,4,1,1,1,4,6,6,4,2,6,4,4,1,4,1,1,2,4,1,1,2,4,2
KPNA2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
ARL6IP1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
RRM2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CDK1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
OCLN,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
CKS2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CCNB1,2,4,2,6,2,2,2,6,6,2,2,2,6,2,2,2,2,4,6,6,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
UGT2B7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
ATF3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,3,2,2,3,1,2,2,2,1,2,1
PPP4C,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,2,2
BRD3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2
T95837,1,3,1,6,1,1,1,6,6,1,2,2,6,1,2,2,1,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
FOS,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
EGR1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
NR4A2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,4,4,4,2,3,3,3,2,4,3,1,2,2,4,4,4,4
CXCL2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
GEM,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R16980,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ATP1B3,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ZBTB21,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W72835,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
TNFAIP3,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HIVEP2,3,5,3,3,5,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
GFM2,3,5,3,3,3,3,3,5,3,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
CCL2,3,5,3,3,5,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
FAM175B,3,5,3,3,3,3,3,5,3,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
IL1B,3,5,3,3,3,3,3,5,3,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
CXCL8,3,5,3,3,5,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
R25353,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ETS2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ETS1,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
CLDN4,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
PMEPA1,3,5,3,3,3,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
VEGFA,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
FLT1,3,5,3,3,3,3,3,4,3,3,4,3,5,4,4,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
MAT2A,3,5,3,3,3,3,3,5,3,3,1,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
H25689,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
FLYWCH1,3,5,3,3,5,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
THBD,3,5,3,3,3,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
BMPR2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
T48818,3,5,3,3,3,3,3,5,3,3,4,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
STC1,3,5,3,3,3,3,3,5,3,3,4,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
RGS4,3,5,3,3,3,3,3,4,3,3,4,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
FCGR2B,1,6,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,6,1,5,1,6,5,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6
ATG4A,3,5,6,3,5,6,6,5,3,6,4,3,5,5,1,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
T62684,3,5,3,3,3,3,3,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
YRDC,3,5,3,3,3,3,3,5,3,3,4,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
DUSP6,3,5,6,3,5,6,6,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
GRPEL1,3,5,6,3,5,6,6,5,3,6,4,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
TMEM2,6,6,5,4,6,6,6,4,1,6,4,4,1,6,4,4,6,6,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
FGF7,3,5,3,3,3,3,3,5,3,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
W52295,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
W44677,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
H02190,1,6,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,6,1,6,1,3,4,4,4,4,1,3,3,4,1,4,4,4,1,1,4,4,4,4
ADRA2C,2,4,2,2,2,5,2,1,2,2,6,6,1,2,2,2,2,4,1,1,1,4,4,4,4,4,6,4,4,4,4,4,4,4,4,1,4,4,4,4
T82817,1,1,6,5,5,5,5,1,5,6,5,5,1,5,5,5,5,4,1,5,1,4,4,4,4,4,5,4,4,4,4,4,4,4,1,1,4,4,4,4
FURIN,1,6,1,5,1,5,5,1,5,5,6,6,1,1,6,6,1,6,1,1,1,6,6,4,4,4,6,6,6,4,6,4,4,4,6,1,4,4,1,4
MKI67,2,4,2,6,2,2,2,6,6,2,6,6,6,2,6,6,3,4,6,6,6,4,6,6,6,6,6,4,4,1,4,1,1,6,4,1,1,2,6,2
RPS2,2,4,2,6,2,5,2,6,6,2,6,6,6,2,6,6,3,4,6,1,6,4,6,6,6,6,6,4,4,1,4,1,1,6,4,1,1,2,6,2
SDF1,2,4,2,5,2,5,5,1,5,5,6,6,1,3,6,6,3,4,1,1,1,4,6,1,6,6,6,4,4,1,4,1,1,6,4,1,1,6,1,6
RAN,2,4,2,5,2,5,5,1,5,2,6,6,1,2,6,6,3,4,1,1,1,4,6,4,4,4,6,4,4,1,4,1,1,4,4,1,1,4,4,4
ITGA6,2,4,2,5,2,5,5,2,5,2,6,6,2,2,6,6,3,4,1,1,1,4,6,4,4,4,6,4,4,1,4,1,1,4,4,1,1,4,4,4
ACP1,5,4,6,5,6,5,5,1,5,5,6,6,1,3,6,6,3,4,1,1,1,6,6,1,6,6,6,4,6,1,4,1,1,6,4,1,1,6,1,6
CDK7,5,4,6,5,6,5,5,1,5,5,6,6,1,3,6,6,3,4,1,1,1,6,6,1,6,6,6,4,6,1,4,1,1,6,4,1,1,6,1,6
CNDP2,2,4,6,5,6,5,5,1,5,5,6,6,1,3,6,6,3,4,1,1,1,4,6,1,6,6,6,4,4,1,4,1,1,6,4,1,1,6,1,6
AA028949,2,4,2,6,2,5,2,6,6,2,6,6,6,2,6,6,3,4,6,1,6,4,6,6,6,6,6,4,4,1,4,1,1,6,4,1,1,2,6,2
RANBP1,6,4,2,6,2,5,5,6,6,5,6,6,6,2,6,6,3,4,6,1,6,4,6,6,6,6,6,4,4,1,4,1,1,6,4,1,1,6,6,6
SDCBP2,5,4,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,4,1,1,1,6,6,1,6,6,6,6,6,6,4,6,6,6,6,1,6,6,1,6
NOP56,6,4,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,4,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
TRIM3,6,4,4,6,4,5,5,6,6,5,6,6,6,4,6,6,3,4,6,1,6,4,6,1,6,6,6,4,4,1,4,1,1,6,4,1,1,6,6,6
HSPA8,6,4,6,5,6,5,5,1,5,6,6,6,1,6,6,6,3,4,1,1,1,4,6,1,6,6,6,4,4,1,4,1,1,6,4,1,1,6,1,6
TBCB,2,4,2,6,2,2,2,6,6,2,6,4,6,2,4,4,3,4,6,6,6,4,6,6,4,6,4,4,4,1,4,1,1,6,4,1,1,2,6,2
CENPN,5,6,5,5,6,6,6,4,5,6,4,4,1,6,4,4,6,6,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
T54874,4,6,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,6,1,5,1,6,3,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
R16047,6,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
ESM1,6,6,5,5,4,5,5,4,5,4,6,4,1,4,6,6,3,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
DSP,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
HNT,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
OPCML,6,6,5,5,4,5,5,1,5,5,6,6,1,4,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
DNAJB9,1,6,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,6,1,4,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,6,1,6
ZDHHC18,5,6,6,5,6,5,5,1,4,5,6,6,1,3,6,6,3,6,1,4,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
NEK7,2,4,6,5,6,5,5,1,5,5,6,6,1,3,6,6,3,4,1,1,1,6,6,1,6,6,6,4,6,1,4,1,1,6,4,1,1,6,1,6
R99596,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
R39465,6,4,6,6,6,5,5,6,6,6,6,6,6,6,6,6,3,4,6,1,6,4,6,6,4,4,6,4,4,1,4,1,1,4,4,1,1,4,6,4
OXTR,6,6,6,5,6,5,5,1,4,5,6,6,1,3,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
MPC1,2,4,2,5,5,5,5,1,5,5,6,6,1,5,6,6,3,4,1,1,1,4,4,4,4,4,6,4,4,4,4,4,4,4,4,1,4,4,4,4
EBNA1BP2,5,4,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,4,1,1,1,4,6,1,6,6,6,4,6,1,4,1,1,6,4,1,1,6,1,6
R78225,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
H01821,5,6,5,5,4,4,5,4,5,4,4,4,1,4,6,6,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
HSPB7,5,6,5,5,4,5,5,4,5,5,4,4,1,4,6,6,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
GCH1,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
TIMP3,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
DDX21,6,5,6,4,6,6,6,4,3,6,4,4,5,6,4,4,6,5,5,5,5,5,5,1,5,6,4,5,5,5,5,5,5,6,5,6,5,5,5,5
ANPEP,6,5,6,4,6,6,6,4,5,6,4,4,1,6,4,4,6,5,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,5
W74639,6,6,6,5,6,6,6,1,5,6,4,4,1,6,4,4,6,6,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
PPIF,4,6,4,4,4,4,4,4,5,4,4,4,1,4,4,4,4,6,1,1,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
CTPS,5,5,6,4,6,6,6,4,5,6,4,4,1,6,4,4,6,5,5,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,5
MICAL2,6,6,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,6,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
TM4SF1,4,6,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,6,1,5,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
NEU1,6,6,6,4,6,6,6,4,5,6,4,4,1,6,4,4,6,6,1,1,1,6,5,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
OGFRL1,6,6,4,4,4,4,4,4,5,4,4,4,1,4,4,4,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
RCAN1,6,6,5,4,4,4,4,4,5,4,4,4,1,4,4,4,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
AA057801,6,6,5,4,4,4,4,4,5,4,4,4,1,4,4,4,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
MYO10,6,6,5,4,4,4,4,4,1,4,4,4,1,4,4,4,4,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
SERPINB2,6,5,5,3,6,6,6,4,3,6,4,3,1,6,4,3,6,5,5,5,1,6,5,1,6,6,3,6,6,6,6,6,6,6,6,6,6,6,1,5
TGM2,5,6,5,5,4,5,5,1,5,5,6,6,1,4,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
SSR3,5,6,5,5,6,5,5,1,5,5,6,6,1,3,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
S1PR1,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
CXCL12,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
MT1M,5,4,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,4,1,1,1,6,6,1,6,6,6,6,6,1,6,1,1,6,6,1,1,6,1,6
WDR1,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
PLOD2,5,4,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,4,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
ATP5G1,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
S100A16,6,6,4,4,4,5,4,4,5,4,6,4,1,4,6,6,3,6,1,1,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,1,6,6,1,6
PFKP,4,4,4,6,4,5,5,1,6,4,6,6,1,4,6,6,3,4,1,1,1,4,6,1,6,6,6,4,6,1,6,1,1,6,6,1,1,6,1,6
SLC20A1,4,6,6,5,6,5,5,4,5,6,6,6,1,6,4,4,3,4,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
CYCS,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
PSMD2,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
MT1L,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
MT2A,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
PTMA,6,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,6,1,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6
T85217,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
GPM6B,6,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
H85111,6,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
FAM101B,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
MT1G,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
N55459,6,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
ESPL1,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
KIAA0368,5,6,5,5,1,1,5,1,5,5,4,6,1,1,6,6,1,6,1,1,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6
CDH2,6,6,5,5,6,5,5,1,5,5,4,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
SERPIND1,5,6,6,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
H48459,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
MRPL35,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
TMEM106A,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,3,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
R21876,5,6,5,5,6,5,5,1,5,5,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6
TFPI2,5,6,5,5,6,5,5,1,5,6,6,6,1,6,6,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6
PKM2,6,6,4,6,4,4,4,6,6,4,4,4,6,4,4,4,3,6,6,6,6,6,6,1,6,6,4,6,4,1,6,1,1,6,6,1,1,6,6,6
CCT5,6,6,6,4,6,6,6,4,1,6,4,4,1,6,4,4,6,6,1,6,1,6,6,1,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6
CLTC,1,6,1,1,1,1,1,6,1,1,4,4,6,1,1,1,1,6,6,6,6,6,3,1,6,6,1,6,6,6,6,6,6,6,6,3,6,6,6,6
RGS12,1,6,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,6,1,3,1,6,3,3,3,3,1,6,6,6,3,3,6,3,3,3,3,3,1,3
ACLY,1,6,1,1,1,1,1,4,1,1,4,4,3,1,1,1,1,6,3,3,3,6,3,3,3,3,1,6,6,6,3,3,6,3,3,3,3,3,3,3
FLNB,1,6,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,6,1,5,1,6,5,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,5
TPM1,1,6,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,6,1,4,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,6,1,6
AA046572,1,6,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,6,1,3,1,6,3,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6
MAP2K3,4,5,6,4,5,6,6,5,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
NET1,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
UAP1,3,5,6,3,5,6,6,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
PLAUR,3,5,3,3,3,3,3,4,3,3,4,3,5,6,4,3,6,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5
NDRG2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
R36703,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
F3,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
PTGS2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ID3,1,6,1,1,1,1,1,4,1,1,6,4,1,1,6,6,1,6,1,1,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6
