1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
CAMK2D,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PXK,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TBCK,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SRGAP2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
DPYD,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
FAM102B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BBS2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SERPINA7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
RB1CC1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PBX1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
RAB11FIP2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TFPI,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
AHRR,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ADD3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
B3GALT6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCAF1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SLC35A1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
AA010407,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
IFIT2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CALCOCO1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LSAMP,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZBTB44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
XRN1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZBED5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
ANGEL2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,2,2,2,4,2,1,2,2,2
H05758,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
PHF3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
ADGRL2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
CLCN3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
TIA1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,2,1,2,2,2
HCGVIII-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
R70902,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2
CDKN1B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KBTBD7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
R43550,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
H92076,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HSF2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
R72963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SIAH1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KLF12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
WW45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NAA16,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2
H29270,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
R17893,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
CDKN2C,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
SSX2IP,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,2,4,2,2,2,2,2
TFDP2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2
OXR1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2
HNMT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,2,1,2,2,2
ICE2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
KIAA0923,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
RFX5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
MRE11A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,1,2,2,2
NBPF1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
NBPF14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
STK38,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
T98859,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,2,1,2,2,2
ROR2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CEBPG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CEP57,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
PLSCR1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
DDX17,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
EFCAB7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
SNX29,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ARL14EP,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
UACA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
PEAK1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
R51896,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1
GOPC,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ATRX,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KIAA0355,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NARS,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,2,4,2,2,2,4,2,2,2,2,2
ATG4C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,2,1,2,2,2
YYY,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NR1D2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
N33510,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
W73942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
FOXF2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZFP36L2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NSL1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
PPM1B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LRRC32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TSTD2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,2,2,1,2,1,1,2,4,2,1,2,2,2
IFIT1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
PSPH,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KIAA1462,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
DAPK1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ZRANB1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PTGFRN,2,1,2,2,5,2,2,5,2,2,1,1,5,5,2,2,5,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,5,2,1,2,1
REEP5,2,2,2,2,5,2,2,5,2,5,2,2,5,5,2,2,5,2,5,5,5,2,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5
ASPH,2,1,2,2,2,2,2,5,4,2,2,2,5,3,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1
ITFG1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,1,4,4,4,4,2,1,1,4,1,4,4,4,1,5,4,4,4,4
CPT1A,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,4,1,2,2,1,2,1
T85042,2,1,2,5,2,2,5,1,4,5,2,2,4,3,2,2,2,1,4,4,4,1,1,4,1,1,2,1,1,4,1,4,4,4,1,4,4,1,4,1
FBN1,2,1,2,2,2,2,2,2,4,5,2,2,4,3,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1
R55334,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,1,4,1,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
PBX3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,2,4,1,1,2,4,2
EPS15,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2
PLA2R1,2,2,2,2,2,5,2,2,4,5,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PCSK6,2,2,2,2,5,2,2,5,2,2,2,2,5,5,2,2,5,2,5,5,5,2,5,6,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,2
W88694,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,2,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
ZNF616,3,5,6,3,5,6,6,5,3,6,3,3,5,5,3,3,5,5,5,5,5,5,5,6,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
ANGPTL2,1,3,1,1,1,1,1,3,1,1,1,1,3,1,3,5,1,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,1,3,3,3,3,3,3
PDGFRB,1,3,1,1,1,1,1,3,1,1,2,2,3,1,2,2,1,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
GNAI2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,3,3,3,2,4,3,4,2,2,4,4,4,4
MEG3,2,3,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
R37986,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,1,2,1
CYP2C9,2,3,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
FADS2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,1,2,2,2,3,2,3
ELANE,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
W86869,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,1,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
AA055520,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3
C1R,1,3,1,1,1,1,1,3,1,1,3,1,3,1,3,2,1,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
AA004769,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,3,5,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,1,2,2,2,3,2,3
L3MBTL2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
LPL,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,1,2,2,2,3,2,3
AA026215,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3
AA026313,1,3,1,1,1,1,1,3,1,1,3,1,3,1,3,2,1,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,3,2,3
NUPR1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,1,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
AA039465,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,1,2,1
PAPPA,2,3,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,3,2,2,2,3,2,2,2,5,2,3,3,3,2,2,3,1,2,2,2,5,2,3
PSAT1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2
FDFT1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,1,2,2,2,3,2,3
CYP51A1,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,3,2,3
AA045738,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,3,2,2,3,1,2,2,2,1,2,1
DPYSL3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,2,2
IDI1,2,3,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,3,2,2,3,1,2,2,2,1,2,1
OXSR1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
INSIG1,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,3,2,2,3,1,2,2,2,1,2,1
TMTC1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
CCNL1,3,3,3,3,3,3,3,5,3,3,2,2,5,1,2,2,1,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
UGCG,2,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
SCD,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,1,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,1,2,2,2,3,2,3
APOD,3,3,3,3,3,3,3,5,3,3,1,1,5,1,5,5,1,3,3,3,5,3,5,5,5,5,5,3,3,3,5,5,3,1,5,3,5,5,5,3
PLPP3,1,6,1,1,1,1,1,1,4,5,6,6,4,3,6,6,3,6,4,4,4,6,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,6,1,6
AA021170,1,3,1,1,1,1,1,3,1,1,3,1,3,1,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,6,3,3,6,3,3,3,3,3,3,3
W67988,3,5,3,3,3,3,3,3,3,3,1,1,3,1,5,5,1,5,3,3,3,5,3,3,3,3,5,5,5,5,3,3,5,3,3,3,3,3,3,5
NEDD9,3,5,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SMC2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
NUSAP1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
AA009547,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
PRIM2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
NUCKS1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
LBR,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,2,6,2,2,2,4,4,1,4,1,1,2,4,2,1,2,6,2
N54485,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CENPE,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
MELK,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
HAUS1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,2,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
MSH2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,4,6,4,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
W93536,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,4,6,6,1,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
POLD3,2,4,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2,4,1,1,1,4,6,6,4,2,6,4,4,1,4,1,1,2,4,1,1,2,4,2
FAF1,2,4,2,2,2,5,2,2,2,2,6,6,2,2,2,2,2,4,4,1,4,4,6,6,4,2,6,4,4,1,4,1,1,2,4,1,1,2,4,2
ADAMTS1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ARL4D,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SLC38A2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
AA035262,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,4,6,6,2,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
CNAP1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,4,1,1,2,4,2,1,2,2,2
AA029676,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,6,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
PCNA,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,6,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
N55327,2,4,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,4,6,1,6,4,6,6,6,2,2,4,4,1,4,1,1,2,4,1,1,2,6,2
ARRDC4,2,4,2,2,2,5,2,2,2,2,6,6,2,2,6,6,2,4,1,1,1,4,6,1,6,2,6,4,4,1,4,1,1,2,4,1,1,2,1,2
TOP2A,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,6,4,6,6,4,2,2,4,4,1,4,1,1,2,4,1,1,2,4,2
